block,origin_id,origin_name,origin_place,origin_longitude,origin_latitude,origin_begindate,destination_id,destination_name,destination_place,destination_longitude,destination_latitude,destination_enddate,note_description
163,2166,"Elementa doctrinae de circulis coelestibus, & primo motu",Wittenberg,12.6484,51.8671,1569,2167,"Elementa doctrinae de circulis coelestibus, et primo motu",Wittenberg,12.6484,51.8671,1619,36
164,2167,"Elementa doctrinae de circulis coelestibus, et primo motu",Wittenberg,12.6484,51.8671,1576,2169,"Elementa doctrinae de circulis coelestibus, et primo motu",Wittenberg,12.6484,51.8671,1626,36
165,2169,"Elementa doctrinae de circulis coelestibus, et primo motu",Wittenberg,12.6484,51.8671,1587,2171,"Elementa doctrinae de circulis coelestibus, et primo motu",Wittenberg,12.6484,51.8671,1637,36
166,2171,"Elementa doctrinae de circulis coelestibus, et primo motu",Wittenberg,12.6484,51.8671,1601,2173,"Elementa doctrinae de circulis coelestibus, et primo motu",Wittenberg,12.6484,51.8671,1651,36
167,1777,Cosmographia in quatuor libros distributa,Venice,12.33194444,45.43972222,1585,1777,Cosmographia in quatuor libros distributa,Venice,12.33194444,45.43972222,1635,37
168,1777,Cosmographia in quatuor libros distributa,Venice,12.33194444,45.43972222,1598,1778,Cosmographia in quatuor libros distributa,Venice,12.33194444,45.43972222,1648,37
169,1708,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1556,1708,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1606,38
170,1708,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1557,1711,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1607,38
171,1711,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1558,1964,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1608,38
172,1964,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1561,1955,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1611,38
173,1955,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1562,1969,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1612,38
174,1969,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1564,1973,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1614,38
175,1973,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1569,1728,Sphaera Ioannis de Sacro Bosco,Venice,12.33194444,45.43972222,1619,38
176,1783,Quaestiones novae in libellum de sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1560,1783,Quaestiones novae in libellum de sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1610,39
177,1783,Quaestiones novae in libellum de sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1562,1786,Qvæstiones novae in libellvm de sphæra Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1612,39
178,1786,Qvæstiones novae in libellvm de sphæra Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1565,1788,Quaestiones novae in libellum de sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1615,39
179,1788,Quaestiones novae in libellum de sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1566,1725,Quaestiones novae in libellum de Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1616,39
180,1725,Quaestiones novae in libellum de Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1569,1789,Quæstiones novae in libellum de sphæra Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1619,39
181,1912,Sphaera Ioannis de Sacro Bosco,Lyon,4.841388888,45.75888889,1564,1912,Sphaera Ioannis de Sacro Bosco,Lyon,4.841388888,45.75888889,1614,40
182,1912,Sphaera Ioannis de Sacro Bosco,Lyon,4.841388888,45.75888889,1567,1968,Sphaera Ioannis de Sacro Bosco,Lyon,4.841388888,45.75888889,1617,40
183,1953,Sphaera Ioannis de Sacro Bosco,Cologne,6.957777777,50.94222222,1566,1953,Sphaera Ioannis de Sacro Bosco,Cologne,6.957777777,50.94222222,1616,41
184,1953,Sphaera Ioannis de Sacro Bosco,Cologne,6.957777777,50.94222222,1581,1960,Sphaera Ioannis de Sacro Bosco,Cologne,6.957777777,50.94222222,1631,41
185,1960,Sphaera Ioannis de Sacro Bosco,Cologne,6.957777777,50.94222222,1591,1961,Sphaera Ioannis de Sacrobosco,Cologne,6.957777777,50.94222222,1641,41
186,1961,Sphaera Ioannis de Sacrobosco,Cologne,6.957777777,50.94222222,1594,1959,Sphaera Ioannis de Sacrobosco,Cologne,6.957777777,50.94222222,1644,41
187,1727,La sphera de Iuã de Sacro Bosco,Valladolid,-4.728561111,41.65198056,1567,1727,La sphera de Iuã de Sacro Bosco,Valladolid,-4.728561111,41.65198056,1617,42
188,1727,La sphera de Iuã de Sacro Bosco,Valladolid,-4.728561111,41.65198056,1568,2197,La Sphera de Iuan de Sacrobosco,Valladolid,-4.728561111,41.65198056,1618,42
189,1974,Sphæra Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1569,1974,Sphæra Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1619,43
190,1974,Sphæra Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1572,1911,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1622,43
191,1911,Sphaera Ioannis de Sacro Bosco,Paris,2.351388888,48.85694444,1577,1970,Sphaera Ioannis de Sacrobosco,Paris,2.351388888,48.85694444,1627,43
192,1970,Sphaera Ioannis de Sacrobosco,Paris,2.351388888,48.85694444,1584,1741,Sphaera Ioannis de Sacrobosco,Paris,2.351388888,48.85694444,1634,43
193,1730,Sphaera Ioannis de Sacro Bosco,Antwerp,4.399722222,51.22111111,1573,1730,Sphaera Ioannis de Sacro Bosco,Antwerp,4.399722222,51.22111111,1623,44
194,1730,Sphaera Ioannis de Sacro Bosco,Antwerp,4.399722222,51.22111111,1582,2281,Sphaera Ioannis de Sacro Bosco emendata,Antwerp,4.399722222,51.22111111,1632,44
195,2281,Sphaera Ioannis de Sacro Bosco emendata,Antwerp,4.399722222,51.22111111,1582,1958,Sphaera Ioannis de Sacro Bosco emendata,Antwerp,4.399722222,51.22111111,1632,44
196,1836,La sfera di M. Giovanni di Sacrobosco,Perugia,12.3888,43.1121,1574,1836,La sfera di M. Giovanni di Sacrobosco,Perugia,12.3888,43.1121,1624,45
197,1836,La sfera di M. Giovanni di Sacrobosco,Perugia,12.3888,43.1121,1574,2215,La sfera di M. Giovanni di Sacrobosco,Perugia,12.3888,43.1121,1624,45
198,1965,Sphaera Ioannis de Sacro Bosco,Venice,12.33194444,45.43972222,1574,1965,Sphaera Ioannis de Sacro Bosco,Venice,12.33194444,45.43972222,1624,46
199,1965,Sphaera Ioannis de Sacro Bosco,Venice,12.33194444,45.43972222,1586,1971,Sphaera Ioannis de Sacro Bosco,Venice,12.33194444,45.43972222,1636,46
200,1971,Sphaera Ioannis de Sacro Bosco,Venice,12.33194444,45.43972222,1620,1972,Sphaera Ioannis de Sacro Bosco,Venice,12.33194444,45.43972222,1670,46
201,2208,"De sphaera, et primis astronomiae rudimentis",Antwerp,4.399722222,51.22111111,1575,2208,"De sphaera, et primis astronomiae rudimentis",Antwerp,4.399722222,51.22111111,1625,47
202,2208,"De sphaera, et primis astronomiae rudimentis",Antwerp,4.399722222,51.22111111,1581,2268,"De sphaera, et primis astronomiae rudimentis",Antwerp,4.399722222,51.22111111,1631,47
203,2268,"De sphaera, et primis astronomiae rudimentis",Antwerp,4.399722222,51.22111111,1585,2237,"De sphaera, et primis astronomiae rudimentis",Antwerp,4.399722222,51.22111111,1635,47
204,1733,La sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1576,1733,La sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1626,48
205,1733,La sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1584,1739,La Sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1634,48
206,2203,"Fr. Iunctini Florentini, Commentaria in Sphaeram Ioannis de Sacro Bosco",Lyon,4.841388888,45.75888889,1577,2203,"Fr. Iunctini Florentini, Commentaria in Sphaeram Ioannis de Sacro Bosco",Lyon,4.841388888,45.75888889,1627,49
207,2203,"Fr. Iunctini Florentini, Commentaria in Sphaeram Ioannis de Sacro Bosco",Lyon,4.841388888,45.75888889,1578,1852,"Fr. Iunctini Florentini, Commentaria in Sphæram Ioannis de Sacro Bosco",Lyon,4.841388888,45.75888889,1628,49
208,1734,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1577,1734,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1627,50
209,1734,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1580,1737,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1630,50
210,1737,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1587,1743,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1637,50
211,1743,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1594,1748,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1644,50
212,1748,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1601,1752,Sphaera Ioannis de Sacrobusto,Venice,12.33194444,45.43972222,1651,50
213,2225,The Arte of Navigation,London,-0.1275,51.50722222,1579,2225,The Arte of Navigation,London,-0.1275,51.50722222,1629,51
214,2225,The Arte of Navigation,London,-0.1275,51.50722222,1584,2223,The Arte of Navigation,London,-0.1275,51.50722222,1634,51
215,2223,The Arte of Navigation,London,-0.1275,51.50722222,1589,2226,The Arte of Navigation,London,-0.1275,51.50722222,1639,51
216,2242,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1580,2242,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1630,52
217,2242,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1581,2241,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1631,52
218,2245,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1587,2245,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1637,53
219,2245,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1593,2243,Isagoge sphaerica,Frankfurt (Main),8.679722222,50.11361111,1643,53
220,2229,The Arte of Navigation,London,-0.1275,51.50722222,1609,2229,The Arte of Navigation,London,-0.1275,51.50722222,1659,54
221,2229,The Arte of Navigation,London,-0.1275,51.50722222,1615,2222,The Arte of Navigation,London,-0.1275,51.50722222,1665,54
222,2222,The Arte of Navigation,London,-0.1275,51.50722222,1630,2228,The Art of Navigation,London,-0.1275,51.50722222,1680,54
223,1979,Sphaera,Leipzig,12.38333333,51.33333333,1614,1979,Sphaera,Leipzig,12.38333333,51.33333333,1664,55
224,1979,Sphaera,Leipzig,12.38333333,51.33333333,1614,2261,Sphaera,Leipzig,12.38333333,51.33333333,1664,55
225,2261,Sphaera,Leipzig,12.38333333,51.33333333,1622,1980,Sphaera,Leipzig,12.38333333,51.33333333,1672,55
226,1758,La Sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1616,1758,La Sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1666,56
227,1758,La Sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1619,1760,La sphere de Iean de Sacrobosco,Paris,2.351388888,48.85694444,1669,56
